amod(accounts-2, descriptive-1)
amod(effects-40, macroscopic-39)
dobj(evaluate-37, effects-40)
prep(effects-40, of-41)
amod(range-43, short-42)
pobj(of-41, range-43)
dep(range-43, interactions-44)
prep(interactions-44, between-45)
nn(channels-47, ion-46)
pobj(between-45, channels-47)
cc(channels-47, and-48)
conj(channels-47, other-49)
partmod(other-49, signaling-50)
nn(CITATION-52, molecules-51)
dobj(signaling-50, CITATION-52)
punct(CITATION-52, ,-53)
cc(CITATION-52, or-54)
det(consequences-56, the-55)
conj(CITATION-52, consequences-56)
prep(consequences-56, of-57)
amod(distributions-60, spatially-58)
amod(distributions-60, heterogeneous-59)
pobj(of-57, distributions-60)
prep(distributions-60, of-61)
nn(channels-63, ion-62)
pobj(of-61, channels-63)
prep(consequences-56, within-64)
advmod(small-66, relatively-65)
amod(structures-68, small-66)
amod(structures-68, sub-cellular-67)
pobj(within-64, structures-68)
mwe(as-70, such-69)
prep(structures-68, as-70)
amod(spines-72, dendritic-71)
pobj(as-70, spines-72)
cc(spines-72, and-73)
nn(CITATION-76, axon-74)
nn(CITATION-76, terminals-75)
conj(spines-72, CITATION-76)
punct(CITATION-76, ,-77)
appos(CITATION-76, CITATION-78)
punct(is-16, .-79)

det(drawbacks-3, The-1)
amod(drawbacks-3, main-2)
nsubj(are-7, drawbacks-3)
prep(drawbacks-3, of-4)
det(assays-6, these-5)
pobj(of-4, assays-6)
root(ROOT-0, are-7)
mark(carried-13, that-8)
nsubjpass(carried-13, they-9)
auxpass(carried-13, are-10)
advmod(carried-13, currently-11)
advmod(carried-13, only-12)
ccomp(are-7, carried-13)
prt(carried-13, out-14)
prep(carried-13, by-15)
det(handful-17, a-16)
pobj(by-15, handful-17)
prep(handful-17, of-18)
amod(laboratories-20, specialized-19)
pobj(of-18, laboratories-20)
advmod(laboratories-20, worldwide-21)
punct(carried-13, ,-22)
cc(carried-13, and-23)
mark(takes-29, that-24)
det(procedure-27, the-25)
amod(procedure-27, overall-26)
nsubj(takes-29, procedure-27)
advmod(takes-29, typically-28)
conj(carried-13, takes-29)
amod(weeks-31, several-30)
tmod(takes-29, weeks-31)
punct(are-7, .-32)

advmod(notorious-11, Unfortunately-1)
punct(notorious-11, ,-2)
mark(suggested-4, as-3)
advcl(notorious-11, suggested-4)
prep(suggested-4, by-5)
poss(name-7, its-6)
pobj(by-5, name-7)
punct(notorious-11, ,-8)
nsubj(notorious-11, V3-9)
cop(notorious-11, is-10)
root(ROOT-0, notorious-11)
prep(notorious-11, for-12)
poss(CITATION-17, its-13)
amod(CITATION-17, high-14)
nn(CITATION-17, sequence-15)
nn(CITATION-17, variability-16)
pobj(for-12, CITATION-17)
prep(CITATION-17, including-18)
advmod(variability-21, also-19)
det(variability-21, some-20)
pobj(including-18, variability-21)
prep(variability-21, in-22)
pobj(in-22, length-23)
punct(variability-21, ,-24)
cc(variability-21, and-25)
nsubj(made-28, this-26)
aux(made-28, has-27)
conj(variability-21, made-28)
nsubj(use-32, it-29)
dep(use-32, difficult-30)
aux(use-32, to-31)
xcomp(made-28, use-32)
dobj(use-32, it-33)
prep(use-32, as-34)
det(basis-36, a-35)
pobj(as-34, basis-36)
prep(basis-36, for-37)
amod(testing-41, genotypic-38)
nn(testing-41, co-receptor-39)
nn(testing-41, tropism-40)
pobj(for-37, testing-41)
punct(notorious-11, .-42)

advmod(fall-5, Still-1)
punct(fall-5, ,-2)
nn(accuracies-4, prediction-3)
nsubj(fall-5, accuracies-4)
root(ROOT-0, fall-5)
advmod(fall-5, short-6)
prep(short-6, of-7)
nsubj(reasonable-10, what-8)
cop(reasonable-10, seems-9)
pcomp(of-7, reasonable-10)
prep(reasonable-10, for-11)
amod(use-14, regular-12)
amod(use-14, clinical-13)
pobj(for-11, use-14)
amod(use-14, CITATION-15)
punct(fall-5, .-16)

det(models-2, These-1)
nsubjpass(tailored-5, models-2)
auxpass(tailored-5, are-3)
advmod(tailored-5, generally-4)
root(ROOT-0, tailored-5)
prep(tailored-5, to-6)
det(questions-8, the-7)
pobj(to-6, questions-8)
nsubj(address-10, they-9)
rcmod(questions-8, address-10)
xcomp(address-10, making-11)
nsubj(apply-16, it-12)
dep(apply-16, difficult-13)
aux(apply-16, to-14)
advmod(apply-16, readily-15)
xcomp(making-11, apply-16)
dobj(apply-16, them-17)
prep(apply-16, for-18)
amod(problems-20, modified-19)
pobj(for-18, problems-20)
punct(tailored-5, .-21)

